user_id,transaction_id,amount,merchant,transaction_type,location,is_fraud
2883,389818,743.2,Amazon,POS,Los Angeles,0
3045,423531,1839.94,BestBuy,Online,Houston,0
6421,721217,3026.6,Amazon,Wire Transfer,New York,0
6164,953419,3539.0,Ebay,Online,Los Angeles,0
1591,925074,2905.0,Amazon,POS,Los Angeles,0
5589,545369,3849.8,Ebay,ATM,Chicago,0
3155,546630,2830.53,BestBuy,POS,New York,0
4769,552465,35.19,Amazon,Wire Transfer,New York,0
5265,339275,3270.63,BestBuy,Online,Los Angeles,0
8207,969940,215.99,Amazon,Online,Los Angeles,0
4330,425499,1170.57,Ebay,ATM,New York,0
5985,649041,2754.91,Amazon,POS,Houston,0
2551,568706,1923.42,Amazon,POS,Houston,0
3016,435762,3474.75,Amazon,ATM,Chicago,0
3053,907675,3824.53,Target,Wire Transfer,Chicago,0
5573,595730,605.82,Ebay,Online,Miami,1
5825,217147,4354.81,Walmart,Wire Transfer,Los Angeles,0
5624,425621,2913.77,Amazon,ATM,Houston,0
9696,629467,3420.07,Target,POS,New York,0
5240,388720,10.52,Amazon,Wire Transfer,Chicago,0
7100,973079,516.42,Ebay,Wire Transfer,Houston,0
8650,687151,4036.59,Target,Online,Miami,0
4359,244584,1929.53,Walmart,Online,Chicago,0
2886,800309,634.78,Walmart,Wire Transfer,Chicago,0
5556,480042,204.94,Amazon,POS,Miami,0
2961,814748,319.81,Amazon,Online,Los Angeles,0
5327,897026,4612.43,Ebay,Wire Transfer,Chicago,0
5512,490159,2787.95,BestBuy,ATM,Los Angeles,0
6490,335551,859.59,Walmart,Wire Transfer,Chicago,0
3985,827526,1251.96,Ebay,Wire Transfer,Houston,0
6818,663508,3671.98,Walmart,POS,Houston,0
4263,336035,296.52,Walmart,ATM,Chicago,0
8791,980598,1311.95,BestBuy,Wire Transfer,New York,0
9717,991445,4185.98,BestBuy,POS,Houston,0
4427,139760,1325.0,Target,Online,Los Angeles,0
6700,535266,4064.3,Walmart,Online,New York,0
4419,325562,452.43,Target,Online,Chicago,0
7319,602091,863.8,BestBuy,POS,Los Angeles,0
6967,566178,163.31,Amazon,Online,New York,0
6313,626746,776.44,Amazon,ATM,Los Angeles,0
1888,355955,1194.73,Amazon,Online,Miami,0
7902,563856,101.1,BestBuy,ATM,New York,0
6197,906276,2576.8,Target,ATM,Houston,0
7868,219967,4326.04,Ebay,Wire Transfer,New York,0
3399,909630,1531.28,Target,POS,Chicago,0
8932,494524,2706.3,Walmart,ATM,Chicago,0
5039,526395,3497.71,Amazon,Wire Transfer,Miami,0
8093,649270,2139.25,BestBuy,ATM,Chicago,0
3425,560053,3907.38,Ebay,Online,New York,0
3912,653512,1751.97,Walmart,Online,Houston,0
6774,649410,177.86,Amazon,Wire Transfer,Los Angeles,0
6207,536969,4720.56,Walmart,Wire Transfer,New York,0
6988,169233,2200.75,BestBuy,ATM,New York,0
1300,412487,4870.45,Ebay,ATM,Miami,0
3133,739046,3501.87,Walmart,ATM,Chicago,0
9713,894981,3545.68,Target,Wire Transfer,New York,0
7281,209712,2470.64,Ebay,Online,Chicago,0
6350,288716,4220.38,Ebay,ATM,Miami,0
8770,549892,2395.1,Target,Online,New York,0
8814,501491,1233.09,Amazon,ATM,Los Angeles,0
8523,855619,4638.36,BestBuy,Wire Transfer,New York,0
9900,628026,1894.95,Ebay,POS,New York,0
9086,348695,1829.71,Ebay,ATM,Houston,0
8000,628595,612.75,Ebay,POS,New York,0
7688,683222,281.96,Amazon,ATM,Miami,0
3031,926970,2356.1,Target,POS,Los Angeles,0
8627,224287,2277.92,Amazon,ATM,Miami,0
9704,458457,119.3,Target,Wire Transfer,Houston,0
6336,375966,2871.9,Ebay,POS,New York,0
8182,361420,1199.09,Target,ATM,Los Angeles,0
1341,646269,952.4,Walmart,Wire Transfer,New York,0
8564,215127,4998.46,Ebay,POS,Miami,0
7050,647584,674.05,Amazon,Online,Miami,0
4227,276799,2716.66,Walmart,POS,New York,0
1071,277639,3164.34,Amazon,Online,Miami,0
8433,100965,1252.52,Target,ATM,Chicago,0
5145,745698,3958.2,Target,Wire Transfer,Los Angeles,0
6932,124030,2766.27,Walmart,Online,New York,0
5483,115177,2988.44,Ebay,Wire Transfer,Chicago,0
5154,589232,4515.39,BestBuy,POS,Chicago,0
6403,529481,2251.84,BestBuy,POS,Miami,0
2755,819868,1756.47,BestBuy,POS,Los Angeles,0
2839,224801,1519.02,Ebay,Wire Transfer,Houston,0
8266,128108,472.05,BestBuy,Online,Los Angeles,0
4499,116352,3513.95,BestBuy,Online,Chicago,0
7340,288862,544.73,BestBuy,POS,New York,0
3479,121687,653.01,BestBuy,ATM,Miami,0
3278,636223,4527.88,Amazon,ATM,Chicago,0
4713,461932,1887.6,Target,Online,New York,0
7386,909973,3464.63,Walmart,Wire Transfer,Los Angeles,0
1111,837376,277.82,Walmart,Wire Transfer,Los Angeles,0
6193,727398,734.83,Walmart,ATM,New York,0
5686,744031,3444.64,Target,ATM,Chicago,0
5315,519739,357.68,BestBuy,ATM,New York,0
6142,582315,3552.86,Target,Wire Transfer,Chicago,0
3982,578344,3206.61,BestBuy,POS,Chicago,0
9051,301226,1898.41,BestBuy,ATM,Miami,0
5399,536614,4211.25,Target,ATM,Los Angeles,0
3919,421359,2226.52,BestBuy,ATM,Houston,1
3702,802185,921.57,Amazon,Online,New York,0
4176,676561,3828.51,Target,ATM,New York,0
2750,624687,2804.22,Walmart,Online,Miami,0
7640,118002,4551.12,Walmart,ATM,Chicago,0
2796,648320,2091.7,Walmart,Wire Transfer,New York,0
6526,358897,1973.33,Walmart,Online,Los Angeles,0
5395,280113,2627.61,Ebay,Online,Miami,0
7995,806933,1473.17,Walmart,ATM,Chicago,0
7513,955895,3279.65,Walmart,POS,Miami,0
8071,676102,1853.13,Target,Wire Transfer,Miami,0
3606,562380,1065.14,Amazon,Online,New York,0
9765,400253,215.66,Walmart,Online,Los Angeles,0
1705,221807,2876.42,BestBuy,Online,Miami,0
6390,812766,3001.87,Walmart,Wire Transfer,Miami,0
1292,642211,3742.02,Walmart,ATM,Miami,0
6899,180819,820.62,Walmart,ATM,Los Angeles,0
3952,123872,4456.56,Amazon,Online,New York,0
3180,345171,967.03,Ebay,POS,Houston,0
2100,993707,117.57,Target,Online,New York,0
3641,701458,188.68,Target,Online,Houston,0
3626,885150,2290.94,Amazon,POS,Los Angeles,1
8038,228316,3552.89,Target,POS,Miami,0
9997,958539,4352.22,Amazon,Online,Chicago,0
3723,654144,4841.26,BestBuy,POS,Miami,0
6049,379383,2629.87,Walmart,ATM,Los Angeles,0
8927,644650,391.17,Amazon,Online,New York,0
1379,967680,586.93,Walmart,ATM,New York,0
7418,786293,3503.41,Ebay,ATM,Los Angeles,0
8050,739208,4598.51,BestBuy,POS,Houston,0
1578,853949,2735.81,Amazon,POS,Los Angeles,0
2524,208963,4770.91,Target,POS,Miami,0
6314,483175,1128.53,Walmart,POS,Miami,0
7312,689647,1667.32,Ebay,Wire Transfer,Chicago,0
9428,949640,1651.86,Walmart,Online,Los Angeles,0
5622,190057,2948.08,Walmart,Online,Miami,0
4407,974983,321.44,Ebay,Online,New York,0
3572,341199,1003.48,Ebay,POS,Los Angeles,0
2342,969150,2637.94,Ebay,ATM,Miami,0
6740,376082,4403.08,Ebay,ATM,Chicago,0
2594,615382,1223.47,Target,Wire Transfer,Miami,0
1480,259118,4886.76,Ebay,Wire Transfer,Miami,0
6596,653753,1234.17,Ebay,POS,Miami,0
1536,806423,4740.98,Target,ATM,New York,0
5782,430490,2765.23,Walmart,POS,Los Angeles,0
1326,322204,3028.58,BestBuy,POS,New York,0
6847,767639,24.84,Amazon,Wire Transfer,Los Angeles,0
4136,475407,909.23,Ebay,ATM,Chicago,0
7441,224872,2102.02,Ebay,ATM,Miami,0
1202,812552,2994.56,BestBuy,Wire Transfer,Houston,0
4010,743364,3117.49,Target,Online,Chicago,0
2835,389851,2384.1,Target,Online,New York,0
3677,380952,3945.32,Walmart,ATM,Miami,0
3802,842383,4114.6,Target,Wire Transfer,Los Angeles,0
8010,760463,325.31,Amazon,Wire Transfer,Houston,0
9041,695386,1217.42,Target,ATM,Los Angeles,0
1834,223345,1080.16,BestBuy,ATM,Miami,0
7042,794463,2167.81,Amazon,POS,Houston,0
4971,612334,955.16,BestBuy,Wire Transfer,Miami,1
6424,620135,2250.44,Target,POS,New York,0
1855,182458,3090.69,Amazon,ATM,Houston,0
4322,409998,529.73,BestBuy,Wire Transfer,Los Angeles,0
7146,886007,1789.56,BestBuy,ATM,Chicago,0
5781,274659,2177.86,Amazon,POS,Miami,0
9111,714791,2146.68,Walmart,Online,New York,1
2704,511586,1165.07,Ebay,ATM,Miami,0
7522,224046,4573.68,Target,ATM,Chicago,0
3311,300413,4505.63,Walmart,POS,Houston,0
9554,164933,3726.96,Walmart,Online,Miami,0
8410,542525,1649.22,Ebay,Wire Transfer,Miami,0
7130,913030,2833.43,Ebay,Wire Transfer,Houston,0
1579,912488,612.5,Amazon,Online,Chicago,0
1489,768375,4254.19,Walmart,Online,Houston,0
5586,624093,542.87,Amazon,POS,Miami,0
7576,271784,4286.13,Target,POS,Chicago,0
5146,958551,59.2,Target,ATM,New York,0
1099,658001,4242.51,Ebay,POS,New York,0
3160,766501,3518.31,Ebay,POS,Houston,0
2155,410693,2290.49,Walmart,Online,Los Angeles,0
8238,824370,3591.8,Target,Wire Transfer,New York,0
2684,782473,252.5,Amazon,POS,Miami,0
7517,613364,708.6,BestBuy,Online,Houston,0
8918,721030,1675.76,BestBuy,ATM,Houston,0
8728,983128,3395.61,BestBuy,ATM,Miami,0
7154,362489,2111.95,Walmart,ATM,Houston,0
1607,479067,1403.64,Amazon,Wire Transfer,Miami,0
7773,637498,3546.35,Amazon,Online,Chicago,0
4436,661887,4147.74,Walmart,ATM,New York,0
4253,506501,280.8,Walmart,Wire Transfer,Houston,0
4570,287520,4866.23,Ebay,Online,Miami,0
5619,337820,1135.6,Amazon,ATM,Los Angeles,0
1463,576071,3619.99,Target,POS,Houston,0
1563,854331,2706.05,Ebay,Online,Miami,0
4683,414509,4297.5,Ebay,POS,Los Angeles,0
1920,740766,4769.32,Ebay,Wire Transfer,Houston,0
1089,828794,2058.25,Target,ATM,Miami,0
8326,846896,4646.16,Amazon,ATM,Los Angeles,0
5859,399899,3465.18,Target,ATM,Miami,0
2481,408803,4758.19,Walmart,Online,Los Angeles,0
2230,815215,4791.05,BestBuy,Online,Miami,0
4016,520818,3325.7,Amazon,ATM,Chicago,0
4113,378618,1374.61,Ebay,Wire Transfer,Houston,0
1863,524607,1557.44,BestBuy,Online,New York,0
4506,630174,827.22,Target,Online,New York,0
8781,437425,1490.11,Ebay,POS,Chicago,0
7971,521385,817.19,Walmart,Online,Houston,0
8113,553043,3707.19,Walmart,ATM,New York,0
5122,878440,1118.03,BestBuy,Wire Transfer,New York,0
1217,828483,669.65,Ebay,Online,Los Angeles,0
9737,420450,114.21,Amazon,POS,Miami,0
3099,253440,4882.04,Amazon,Wire Transfer,New York,0
3664,521697,2429.32,Walmart,POS,Houston,0
8631,841780,4289.53,Ebay,POS,New York,0
1066,554644,4623.86,Amazon,POS,New York,0
8854,449652,2176.82,Target,Wire Transfer,Los Angeles,0
8697,567142,4710.42,Walmart,Wire Transfer,Los Angeles,0
3594,567995,4275.75,Target,POS,Los Angeles,0
4441,138010,14.03,Target,Online,Los Angeles,0
6037,662174,3530.88,BestBuy,POS,Chicago,0
6504,273564,3938.09,Walmart,Online,New York,0
5501,152194,3360.55,BestBuy,POS,Los Angeles,0
1627,448232,4275.69,Amazon,POS,New York,0
4512,489958,2420.52,BestBuy,POS,Los Angeles,0
3294,145027,2133.26,Ebay,ATM,New York,0
9284,135867,2325.59,Ebay,POS,Miami,0
7920,785231,3310.05,BestBuy,Online,Houston,0
7935,993804,2484.76,Walmart,ATM,Miami,0
7476,597889,3550.62,Walmart,Wire Transfer,New York,1
1738,414437,2541.05,Ebay,Online,Los Angeles,0
6330,719971,3094.29,Amazon,ATM,Chicago,1
9041,911422,2257.41,Amazon,POS,Chicago,0
4935,924055,3125.7,Ebay,Wire Transfer,Houston,0
1904,467473,3783.21,Target,POS,Los Angeles,0
3676,274080,2811.39,BestBuy,ATM,Houston,0
3031,799141,915.14,Amazon,POS,Miami,0
1395,273862,498.68,Ebay,POS,Chicago,0
2529,394222,3807.72,Amazon,POS,Los Angeles,0
5199,322004,146.61,Ebay,POS,Chicago,0
2567,843251,3763.31,Amazon,ATM,Houston,0
7465,311129,265.69,Target,POS,Chicago,0
1845,256292,3538.77,Ebay,ATM,New York,0
2931,963667,1847.37,Walmart,ATM,Los Angeles,0
3564,778020,264.13,Ebay,ATM,Chicago,0
5268,628871,2392.66,BestBuy,ATM,Los Angeles,0
8220,659329,784.44,Target,POS,Houston,1
2391,102443,1957.79,Target,Wire Transfer,New York,0
9111,716205,2416.43,Walmart,Wire Transfer,Chicago,0
4482,279126,2185.19,Ebay,ATM,Miami,0
6100,133479,137.79,Amazon,ATM,Chicago,0
8339,462068,3294.08,Walmart,Online,Chicago,1
2236,104324,1282.51,Amazon,ATM,Miami,0
2417,765902,31.48,Amazon,Online,Chicago,0
7409,798954,4046.68,Target,POS,New York,0
4291,230091,1927.72,Walmart,ATM,New York,0
1429,356100,1320.5,Amazon,ATM,Chicago,0
9417,379015,3765.82,BestBuy,Online,Chicago,0
7465,479047,474.55,Ebay,Online,New York,0
8713,307684,1736.29,Ebay,POS,Chicago,0
8588,760240,779.22,Ebay,Wire Transfer,New York,0
1997,982258,3884.81,Amazon,Wire Transfer,Chicago,0
9718,341218,4663.99,Ebay,ATM,Los Angeles,1
4952,675640,4132.71,Target,Wire Transfer,Miami,0
3966,847894,4886.79,Target,Wire Transfer,Miami,0
2347,427367,3813.99,Ebay,ATM,Los Angeles,0
9106,541294,3404.54,Walmart,Online,New York,0
7989,421785,1694.38,Ebay,Wire Transfer,New York,0
8345,158968,4596.15,Walmart,ATM,Chicago,0
7073,560934,1203.98,BestBuy,ATM,New York,0
7534,299450,2442.0,BestBuy,POS,Miami,0
1536,212052,1565.83,Amazon,Wire Transfer,Houston,0
8223,300372,4666.65,Target,POS,New York,0
9603,831357,154.94,Ebay,ATM,Houston,0
7533,522355,1993.95,Amazon,POS,Houston,0
4908,703094,4900.14,Ebay,POS,Houston,0
5212,888467,188.72,Walmart,Online,Houston,0
3143,962419,3948.85,Ebay,Online,Miami,0
5240,497839,2067.59,Target,POS,New York,0
7851,342131,4765.43,Amazon,Wire Transfer,Miami,0
3142,391631,4537.16,BestBuy,POS,Los Angeles,0
1755,452261,1148.89,Ebay,ATM,Houston,0
7528,402187,3819.5,Ebay,POS,Los Angeles,0
8261,789022,2963.7,Walmart,POS,Chicago,0
3366,517724,107.19,Amazon,ATM,Chicago,0
6481,267727,2829.26,Target,Online,Miami,0
3532,817574,2615.48,Ebay,POS,Houston,0
8241,863360,4281.55,Ebay,ATM,Los Angeles,0
9528,966890,4477.37,Ebay,Online,Miami,0
2687,827848,3215.49,Target,Online,Houston,0
3773,398080,3699.0,Amazon,Wire Transfer,Los Angeles,0
6195,800507,3749.65,Target,Wire Transfer,Miami,0
4987,551606,1389.45,BestBuy,POS,Chicago,0
9893,731625,1349.63,Amazon,Wire Transfer,Miami,0
7505,429564,2704.42,Amazon,ATM,Houston,0
9458,755197,4330.96,Amazon,Wire Transfer,New York,0
8547,259611,3726.64,Amazon,ATM,Houston,0
7254,829770,2066.57,Target,ATM,Miami,0
5966,612095,4526.57,Amazon,POS,Chicago,0
8191,109758,1098.75,Target,ATM,Chicago,0
9365,479537,2284.23,Walmart,Online,New York,0
8220,364402,1049.88,Walmart,ATM,Houston,0
9672,833825,3150.11,Walmart,Online,Chicago,0
4535,406327,3461.24,Ebay,Online,Los Angeles,0
1224,142640,3140.72,Ebay,ATM,Miami,1
9928,184319,2925.35,Target,POS,Houston,0
5366,309097,172.47,Amazon,Online,Houston,1
7691,191878,3957.9,Target,ATM,Chicago,0
1639,748804,3978.85,Amazon,ATM,Los Angeles,0
6596,292838,4599.86,BestBuy,Wire Transfer,Los Angeles,0
1382,150769,4434.74,Amazon,Wire Transfer,Miami,0
6546,705917,4295.08,Ebay,Online,Miami,0
3130,308617,753.92,BestBuy,Wire Transfer,Chicago,0
5509,286933,622.56,BestBuy,Wire Transfer,Chicago,0
1777,179416,3440.73,Ebay,Online,Chicago,0
6887,694010,2811.08,Ebay,Wire Transfer,Los Angeles,1
8278,452783,585.06,Walmart,ATM,Chicago,0
7015,656928,4625.82,Walmart,Online,Houston,1
7367,587943,3313.68,BestBuy,Online,New York,0
3917,155788,2766.48,Walmart,ATM,Los Angeles,0
5453,803393,558.49,BestBuy,ATM,Houston,0
9404,134529,3420.59,Walmart,POS,Los Angeles,0
1783,567401,29.89,Amazon,Online,Los Angeles,0
1462,342923,2470.15,BestBuy,Online,Chicago,0
8846,621932,345.74,Amazon,Online,Chicago,0
1532,751469,3162.62,Ebay,Online,Houston,0
1860,790237,3537.18,BestBuy,ATM,Los Angeles,0
8992,340826,2600.87,Ebay,POS,Chicago,0
3732,125708,2406.22,Ebay,ATM,Chicago,0
3594,153018,531.65,Walmart,POS,Chicago,0
5688,201765,1288.8,BestBuy,Online,New York,0
4222,351463,4057.08,Target,ATM,Chicago,0
2965,215362,3386.67,Target,Wire Transfer,New York,0
1325,388972,473.36,Target,POS,Chicago,1
8253,868716,2279.54,Target,Online,Miami,1
3735,707777,631.49,Walmart,Online,Chicago,0
9958,717569,393.78,Ebay,POS,Miami,0
7572,130406,3209.46,Target,POS,Los Angeles,0
4555,240263,1065.36,Walmart,POS,New York,0
6021,620609,3996.87,Amazon,Wire Transfer,Miami,0
2159,480279,1436.18,Walmart,ATM,Houston,0
1284,799934,1699.8,Amazon,Wire Transfer,Los Angeles,0
6446,359139,292.81,BestBuy,ATM,Chicago,0
3081,825587,886.38,Amazon,POS,New York,0
9370,167820,2067.35,BestBuy,ATM,Miami,0
2581,987588,1155.64,Walmart,Wire Transfer,Miami,0
